order_id,product_sku,quantity,price,warranty_months
61,SP-MA-0280,1,21480,6
61,PR-BR-0718,1,46106,12
62,TA-XI-0395,1,65049,12
63,GA-MI-0381,3,33987,6
63,GA-SO-0050,2,41958,6
63,WE-CR-0470,2,7582,12
64,WE-LO-0066,2,9711,12
64,LA-MI-0126,2,182628,24
64,RO-CI-0016,3,8413,12
66,EA-SA-0526,1,11245,36
66,PO-MI-0087,2,3028,36
67,KE-LO-0364,1,8352,12
67,PR-HP-0549,3,44649,12
68,PO-ON-0741,1,581,24
68,MO-LO-0611,2,4015,6
70,WE-MI-0796,3,6037,24
71,EA-ON-0373,2,12216,6
71,TV-TC-0356,3,118420,12
72,WE-HP-0111,3,9859,36
74,LA-LE-0398,2,72781,24
74,ME-SO-0368,3,7378,24
74,CA-PA-0744,2,31537,24
75,SM-BO-0025,3,9025,12
75,CA-ON-0584,3,415,24
75,MO-DE-0135,2,6100,24
77,TA-SA-0748,2,70534,6
77,CA-AN-0613,2,200,12
78,TV-XI-0346,2,124763,36
79,MO-DE-0559,3,55401,36
79,CA-PA-0712,2,44293,24
79,CA-BO-0451,2,628,6
80,HE-AU-0742,3,29678,36
81,SM-SA-0631,1,9562,24
81,SM-BO-0222,1,33829,24
82,CA-NI-0634,2,82242,36
82,CA-BE-0367,1,716,36
82,ME-SO-0368,3,7378,24
83,HE-SO-0739,2,11785,12
83,RO-AS-0306,3,14096,12
84,TV-ON-0716,3,172330,6
84,TV-TC-0027,3,151302,6
85,TA-RE-0344,3,26830,36
87,LA-AP-0740,2,123080,36
87,HE-SO-0294,1,13792,24
87,GA-SO-0050,2,41958,6
88,LA-HP-0355,3,124417,36
89,GA-SO-0763,2,42324,24
89,PR-XE-0642,3,37921,24
89,TA-RE-0102,3,76816,12
91,MO-AC-0602,3,59185,24
91,EA-NO-0691,3,8485,6
91,TV-LG-0088,2,112050,6
92,MO-HP-0213,1,18971,36
92,SP-HA-0134,2,24023,6
92,CH-AN-0261,3,347,6
93,TV-TC-0702,1,39894,12
94,CH-AN-0771,2,1011,12
94,CA-AN-0686,2,728,6
94,LA-HP-0199,1,75473,36
95,CA-CA-0296,1,90878,12
97,KE-RA-0212,1,6474,6
98,TA-AM-0441,2,33063,12
98,ME-KI-0408,2,557,36
99,TV-ON-0104,1,62436,36
99,MO-DE-0515,3,6638,6
101,SM-VI-0352,1,147364,6
101,ME-TR-0637,1,5648,36
102,SM-BO-0239,1,4314,12
102,MO-HP-0161,3,7833,6
102,GA-MI-0053,3,37587,6
103,CA-UG-0237,3,199,36
104,CH-BO-0601,1,1792,36
104,CA-PA-0712,3,44293,24
106,SM-BO-0651,3,26685,6
106,TA-RE-0619,3,52805,36
107,CA-AN-0599,1,1378,6
107,SM-BO-0239,3,4314,12
107,SM-GA-0419,1,22846,12
107,GA-MI-0553,1,26403,24
109,SM-ON-0576,2,15226,6
109,GA-SO-0375,2,47312,24
110,EA-SO-0648,3,12896,36
110,RO-CI-0244,1,14508,12
112,PO-AM-0459,3,2933,12
112,CA-UG-0735,1,312,24
113,LA-DE-0299,3,158334,24
113,WE-HP-0775,3,14841,12
113,MO-BE-0456,3,18168,36
115,GA-SO-0375,3,47312,24
115,CA-AN-0049,1,762,12
116,KE-KE-0787,2,12620,36
116,CH-SA-0420,1,1943,24
116,EA-AN-0351,3,24906,36
116,SM-FI-0727,2,27911,6
116,GA-SO-0538,1,54666,24
117,PR-BR-0427,1,16996,6
117,TA-RE-0619,3,52805,36
117,PO-SA-0109,1,543,24
118,LA-AS-0034,1,69786,12
119,LA-AC-0537,1,86393,6
120,RO-AS-0785,2,4551,36
120,SM-FI-0727,2,27911,6
120,GA-MI-0492,1,51987,24
120,LA-HP-0199,1,75473,36
121,SM-GA-0002,2,43548,24
121,MO-ST-0099,2,5637,24
121,GA-NI-0644,1,52492,12
122,KE-HP-0789,2,5326,36
122,SM-AP-0254,3,21380,6
123,CA-BO-0413,2,781,36
123,TA-SA-0792,1,25776,12
124,KE-DU-0411,3,12738,36
125,TV-SA-0572,3,36784,36
125,PO-SA-0506,2,1798,6
125,CA-OL-0026,3,104395,24
125,MO-DE-0497,2,3227,24
126,RO-CI-0157,1,9662,24
127,LA-AC-0679,2,155558,12
127,RO-TP-0671,1,12263,12
128,HE-JB-0795,2,27806,6
129,PO-AN-0658,1,1804,36
129,WE-RA-0556,2,9090,12
130,KE-ST-0600,2,13389,6
130,HE-SK-0331,3,19224,6
131,GA-MI-0617,2,51874,36
132,LA-RA-0713,2,89714,12
132,PR-BR-0051,2,42632,36
132,TV-XI-0318,1,105731,6
132,ME-KI-0480,1,3343,36
132,TA-RE-0319,1,74134,24
133,SM-FI-0547,3,31509,24
133,MO-DE-0497,2,3227,24
134,TV-ON-0716,2,172330,6
134,TV-LG-0088,1,112050,6
135,ME-SO-0458,3,3719,6
135,GA-MI-0151,3,28236,12
135,KE-DE-0383,1,5557,12
136,CA-BO-0139,3,924,6
136,ME-KI-0582,1,2204,36
137,TA-SA-0792,2,25776,12
137,PO-ON-0246,3,2554,12
138,TV-XI-0032,1,40803,12
139,SM-AP-0094,3,15642,12
139,HE-SE-0209,3,29141,12
139,SM-AM-0667,3,8193,12
139,CA-PA-0307,3,123661,6
140,PO-AN-0317,2,544,24
140,SM-NO-0545,3,43902,36
141,CH-BO-0185,3,2348,12
141,PO-RE-0054,3,1341,24
141,KE-ST-0474,3,6679,24
142,MO-MI-0436,1,3309,36
142,SM-FI-0727,1,27911,6
143,CA-FU-0369,2,45567,24
143,EA-JA-0725,1,1015,36
144,CA-AN-0402,2,631,12
144,TV-SO-0598,2,22705,24
146,PR-XE-0291,1,45717,6
147,PR-BR-0533,1,26144,6
147,SM-RE-0056,2,39552,6
147,SM-AP-0324,1,81079,24
148,SM-ON-0169,1,47345,6
148,RO-TP-0800,3,13345,24
149,LA-LG-0163,3,117305,36
150,HE-PH-0577,1,20181,36
150,SP-UL-0761,1,6149,36
152,KE-KE-0235,2,1293,24
152,CA-UG-0682,3,1262,6
153,SP-MA-0660,1,34569,24
153,CA-ON-0122,2,596,36
154,CA-AN-0402,2,631,12
155,TA-LE-0523,1,53800,6
156,RO-D--0266,1,1079,6
156,PR-EP-0106,3,46093,36
157,CA-BO-0753,3,273,24
158,SM-BO-0527,3,30839,12
158,LA-DE-0211,3,140299,12
159,MO-DE-0618,3,62497,6
159,PO-ON-0535,3,2680,24
161,CA-AM-0047,2,1488,12
161,TV-SO-0014,3,128605,36
161,HE-BE-0546,3,9630,24
161,WE-CR-0472,1,1928,24
163,SM-GA-0002,1,43548,24
163,TV-SA-0654,1,30701,24
163,TV-PA-0348,1,34816,24
163,PO-AN-0182,3,2587,6
164,LA-MI-0378,1,76081,12
164,MO-LO-0542,2,3637,24
164,TA-AP-0118,2,74700,36
165,LA-LE-0396,3,36904,24
165,SP-JB-0650,3,32845,24
166,SM-GA-0223,3,10117,24
166,MO-RA-0359,1,2956,6
166,TA-SA-0499,1,37912,24
166,MO-SA-0153,1,72578,36
166,CA-FU-0234,2,89783,24
167,WE-RA-0556,2,9090,12
167,KE-RA-0339,3,14054,12
168,KE-ST-0668,2,8088,6
168,RO-CI-0745,1,10859,36
169,SM-XI-0377,2,78851,36
169,LA-RA-0068,1,90736,6
170,WE-RA-0363,2,11829,36
172,RO-AS-0224,2,10203,36
172,TV-PA-0460,1,33828,24
173,GA-SO-0522,1,46811,24
174,LA-RA-0382,1,94932,12
174,TV-TC-0160,3,104275,12
174,HE-PH-0629,1,2360,12
177,TA-RE-0102,2,76816,12
177,GA-SO-0033,1,35339,12
177,LA-LE-0398,3,72781,24
177,CA-NI-0322,1,67161,36
178,SP-MA-0660,2,34569,24
178,CA-BE-0578,3,1271,12
179,GA-SO-0473,3,54701,36
179,HE-PH-0242,1,12022,36
179,SM-GO-0361,3,33572,24
179,KE-DE-0439,2,6700,24
179,CA-AN-0049,3,762,12
180,ME-SA-0123,2,7275,6
181,WE-HP-0664,1,3224,24
181,WE-RA-0152,1,7953,24
181,TV-LG-0366,2,30078,12
181,LA-AP-0740,1,123080,36
182,HE-SK-0737,2,6729,6
183,RO-NE-0010,2,10628,6
183,WE-HP-0360,2,10700,24
183,HE-SE-0260,3,21360,24
183,PR-BR-0051,3,42632,36
183,TA-SA-0550,1,70010,36
184,CA-BE-0113,2,1476,12
185,WE-CR-0472,2,1928,24
185,MO-HP-0466,3,3165,36
185,WE-MI-0796,3,6037,24
185,TV-TC-0702,2,39894,12
186,CH-AN-0261,2,347,6
187,TA-RE-0711,2,56157,36
188,MO-BE-0456,2,18168,36
189,WE-HP-0664,1,3224,24
189,EA-SA-0526,1,11245,36
190,HE-BE-0256,3,10947,36
190,PO-AN-0658,1,1804,36
190,SP-JB-0697,1,16293,6
190,PR-HP-0549,3,44649,12
190,MO-AS-0045,2,65232,12
191,CA-PA-0307,1,123661,6
192,SM-VI-0352,2,147364,6
192,WE-HP-0205,1,14196,36
192,HE-JB-0795,1,27806,6
192,HE-SK-0046,3,4710,6
194,RO-TP-0422,3,2954,12
194,SM-AP-0324,1,81079,24
195,PO-RE-0507,3,4961,36
195,PO-AN-0658,2,1804,36
196,ME-SO-0040,3,3992,36
197,RO-LI-0298,3,11814,36
197,PO-AM-0277,3,1742,36
197,EA-SO-0648,1,12896,36
198,WE-RA-0321,3,7976,12
198,CA-ON-0584,2,415,24
198,MO-RA-0359,3,2956,6
199,SP-BO-0495,2,23767,36
199,MO-HP-0227,2,1758,24
199,TA-AM-0407,2,70517,6
200,SM-RE-0207,3,121258,12
201,WE-HP-0446,2,14082,12
202,PO-RE-0561,1,2904,36
202,EA-JA-0258,3,3938,12
202,KE-KE-0591,1,3788,6
203,HE-SK-0737,3,6729,6
203,WE-LO-0566,2,7018,6
204,SM-AM-0112,2,6320,24
205,RO-LI-0605,2,11031,36
206,TV-XI-0603,3,189834,6
206,RO-CI-0016,2,8413,12
207,LA-DE-0211,1,140299,12
208,TV-TC-0588,2,43669,36
208,PR-HP-0043,3,13418,12
208,SP-HA-0708,3,11264,6
209,KE-ST-0437,2,11615,36
209,GA-SO-0375,3,47312,24
210,SM-FI-0565,1,2833,24
210,TV-SA-0572,2,36784,36
210,ME-TR-0746,3,1210,24
210,LA-LG-0676,2,189262,12
213,PR-XE-0567,3,21414,24
213,TA-LE-0633,2,37316,24
213,SP-UL-0548,3,14301,24
214,WE-MI-0329,1,2319,36
215,CH-SA-0345,2,1143,24
216,MO-LO-0196,2,3191,24
216,MO-DE-0001,3,44312,12
216,MO-HP-0161,2,7833,6
216,ME-SO-0458,1,3719,6
216,MO-RA-0030,2,1090,36
217,PO-AM-0459,1,2933,12
217,PR-HP-0391,2,42417,24
217,MO-RA-0156,1,7787,24
219,LA-DE-0299,3,158334,24
219,HE-SE-0209,1,29141,12
220,RO-NE-0010,2,10628,6
221,CA-FU-0234,3,89783,24
222,CH-SA-0149,1,699,6
222,CA-CA-0534,3,67696,6
223,SM-OP-0444,3,106854,12
223,CH-ON-0780,1,480,24
224,TA-AP-0253,1,59284,12
224,KE-DU-0411,3,12738,36
225,ME-SO-0247,2,3959,6
226,TA-RE-0319,3,74134,24
227,HE-AU-0696,3,9954,24
227,MO-DE-0552,1,4686,6
227,CA-OL-0026,3,104395,24
227,CH-BO-0524,3,813,6
227,TV-SA-0654,3,30701,24
228,TA-AP-0118,2,74700,36
228,MO-AC-0757,3,9321,6
228,KE-HP-0594,2,4867,36
229,TA-SA-0499,1,37912,24
229,MO-DE-0515,3,6638,6
229,SM-GA-0232,2,38501,12
230,LA-MS-0131,1,143451,24
231,TV-TC-0702,2,39894,12
232,RO-AS-0505,3,2757,24
232,SP-SO-0217,1,37053,6
233,EA-AP-0221,1,7010,12
233,RO-CI-0745,3,10859,36
233,GA-MI-0425,1,41719,12
234,CH-RE-0327,1,2230,12
234,SM-AM-0667,2,8193,12
235,KE-RA-0365,1,6686,24
235,CA-PA-0712,3,44293,24
236,PR-CA-0786,3,30761,36
236,GA-SO-0110,2,38149,6
237,HE-AU-0076,3,26775,12
238,SP-UL-0557,1,34915,24
238,MO-ST-0719,2,2592,24
239,EA-NO-0198,3,22970,12
239,KE-ST-0766,3,1024,24
239,TV-TC-0325,3,64998,24
239,SM-AM-0667,3,8193,12
240,SP-HA-0708,2,11264,6
240,TA-AP-0721,2,27720,24
240,SP-UL-0663,1,18592,12
241,ME-SO-0429,2,2857,12
241,CH-RE-0145,2,2346,6
242,LA-RA-0095,3,49026,24
242,KE-CO-0354,1,3947,12
242,SM-GA-0128,1,31599,24
243,PO-SA-0683,1,2816,24
243,KE-ST-0777,2,9743,36
243,SM-OP-0770,1,20146,24
244,CA-GO-0457,1,101489,6
244,MO-ST-0385,2,5337,36
244,LA-LE-0396,3,36904,24
244,RO-AS-0142,1,12429,6
245,TV-ON-0081,2,81785,24
245,HE-AU-0696,1,9954,24
245,TA-AM-0645,2,62959,12
246,SM-SA-0511,1,61886,24
246,TA-MI-0286,1,62308,24
246,TA-SA-0424,1,63493,24
247,CA-ON-0122,2,596,36
248,PO-AM-0435,1,4107,36
248,TV-TC-0706,3,42939,24
249,MO-HP-0227,1,1758,24
250,SM-RE-0293,2,129078,24
250,HE-PH-0020,1,8605,24
250,PR-EP-0119,1,42134,36
251,SM-AM-0124,2,5518,6
252,WE-HP-0138,3,3386,12
252,CA-AN-0402,2,631,12
253,MO-VI-0693,2,52421,24
253,PO-RE-0561,1,2904,36
253,PR-BR-0427,2,16996,6
253,WE-LO-0066,1,9711,12
254,HE-SK-0737,3,6729,6
254,MO-AC-0757,3,9321,6
254,CA-AN-0754,2,1047,36
255,EA-SA-0206,1,18749,24
255,MO-HP-0044,3,2575,36
256,CA-FU-0234,1,89783,24
256,CA-BE-0738,1,328,36
256,ME-SO-0074,3,6552,6
257,ME-TR-0637,3,5648,36
257,TA-RE-0273,1,33035,36
257,PR-HP-0484,2,47890,36
258,SP-JB-0697,2,16293,6
258,SM-BO-0103,1,24469,36
259,KE-CO-0354,2,3947,12
259,EA-SA-0526,1,11245,36
260,SM-GO-0403,2,87688,12
261,MO-BE-0085,3,16857,36
261,TA-MI-0165,2,12584,36
262,LA-MI-0378,3,76081,12
263,CA-AN-0343,2,729,36
263,PR-XE-0291,2,45717,6
263,SP-MA-0280,3,21480,6
264,CH-BE-0471,1,1344,36
265,CH-AN-0210,3,2722,36
267,SP-HA-0620,1,13696,6
267,EA-AN-0164,3,23449,6
268,PO-SA-0749,3,2107,12
268,ME-SO-0040,1,3992,36
268,HE-JB-0666,1,13788,12
269,WE-HP-0111,3,9859,36
269,CH-RE-0145,2,2346,6
269,RO-NE-0461,2,8615,24
269,HE-AU-0274,2,23870,24
270,CA-UG-0682,1,1262,6
270,RO-AS-0785,3,4551,36
271,MO-DE-0086,2,6751,6
271,CA-GO-0457,1,101489,6
271,RO-AS-0093,1,8284,24
271,ME-SO-0040,3,3992,36
272,SP-BO-0353,1,35844,6
272,CA-FU-0793,2,144027,24
272,SM-ON-0412,1,26509,6
272,HE-JB-0666,3,13788,12
272,RO-LI-0298,2,11814,36
273,TV-TC-0706,1,42939,24
274,ME-SO-0074,3,6552,6
275,TV-PA-0460,2,33828,24
275,CA-GO-0289,2,147823,36
276,WE-HP-0205,3,14196,36
276,TA-AP-0118,2,74700,36
277,CH-AP-0640,2,478,36
277,SM-BO-0651,2,26685,6
277,HE-SK-0678,2,15450,24
278,SM-SA-0631,3,9562,24
279,CH-BE-0657,2,2523,12
280,SM-VI-0281,1,134581,24
280,TA-AP-0118,3,74700,36
281,TA-RE-0619,3,52805,36
281,PR-XE-0642,3,37921,24
282,LA-MS-0090,3,121233,12
282,MO-MI-0606,1,4170,6
282,KE-DE-0133,3,1533,6
283,KE-DU-0121,1,10988,12
284,KE-ST-0766,3,1024,24
285,KE-CO-0720,3,10672,12
285,PR-BR-0452,2,6909,6
287,HE-PH-0577,2,20181,36
287,MO-DE-0063,1,1217,24
287,MO-LO-0611,3,4015,6
287,MO-CO-0790,2,5029,24
288,PO-ON-0246,2,2554,12
288,ME-SA-0279,1,4289,6
289,TV-TC-0027,2,151302,6
289,TA-XI-0732,2,65068,12
289,MO-DE-0001,1,44312,12
290,TA-MI-0272,2,29980,24
290,TA-SA-0499,3,37912,24
291,EA-NO-0769,1,11323,36
291,TV-XI-0346,1,124763,36
291,MO-RA-0328,2,2137,24
291,ME-SA-0301,2,2542,36
292,TV-ON-0081,1,81785,24
292,CH-SA-0345,3,1143,24
293,SM-FI-0547,2,31509,24
293,SM-ON-0576,2,15226,6
294,MO-LO-0006,1,1565,6
294,SM-OP-0770,3,20146,24
295,PO-MI-0158,1,1272,24
295,CA-SO-0529,2,75875,12
297,TA-MI-0165,1,12584,36
298,TA-AM-0487,3,77162,36
298,GA-MI-0425,1,41719,12
299,TV-LG-0088,2,112050,6
299,TA-AM-0070,3,67227,6
300,SM-SA-0631,3,9562,24
300,HE-JB-0140,1,19349,24
300,LA-HP-0589,3,181432,36
300,PO-AM-0459,1,2933,12
301,ME-SA-0141,1,4176,12
301,LA-DE-0089,3,82224,12
301,SM-BO-0239,3,4314,12
301,LA-HP-0355,1,124417,36
301,TA-LE-0633,2,37316,24
303,SP-UL-0638,1,33908,6
303,SM-BO-0172,1,24142,24
303,KE-RA-0614,1,8551,24
303,SM-NO-0662,1,64936,36
303,GA-SO-0036,2,36749,12
304,TV-PA-0193,3,37065,36
305,CA-GO-0448,1,36564,6
305,LA-DE-0089,2,82224,12
305,PR-BR-0718,3,46106,12
306,PR-EP-0038,2,27111,12
306,LA-AS-0034,1,69786,12
307,PR-BR-0482,3,47757,24
307,SM-RE-0469,2,57589,36
308,MO-RA-0328,2,2137,24
308,MO-ST-0218,1,7393,24
308,CA-BO-0498,3,1437,24
309,LA-RA-0068,2,90736,6
309,SP-JB-0278,2,21497,24
310,MO-HP-0044,2,2575,36
310,TV-XI-0603,1,189834,6
311,ME-SO-0429,3,2857,12
311,TV-ON-0632,2,124868,6
312,TV-SO-0674,1,65591,24
313,SP-BO-0495,1,23767,36
314,PO-AM-0435,1,4107,36
314,GA-SO-0522,2,46811,24
315,KE-RA-0417,2,13538,12
315,TA-MI-0272,3,29980,24
316,MO-LO-0196,3,3191,24
316,KE-HP-0594,1,4867,36
316,WE-LO-0105,3,12091,24
318,CA-BO-0498,2,1437,24
318,ME-KI-0203,2,703,6
319,LA-DE-0677,1,134210,36
320,MO-AC-0602,2,59185,24
321,WE-MI-0767,1,13258,24
321,RO-NE-0349,2,12856,24
322,CA-OL-0026,2,104395,24
324,WE-CR-0275,3,1823,36
324,SM-AM-0240,2,42288,12
325,SM-MO-0187,1,47725,36
325,LA-RA-0095,3,49026,24
326,SM-AP-0150,3,52992,36
327,KE-DE-0133,2,1533,6
327,CH-RE-0145,2,2346,6
329,CA-ON-0122,2,596,36
329,KE-KE-0591,1,3788,6
329,WE-LO-0105,2,12091,24
330,RO-CI-0610,3,5276,36
331,RO-CI-0745,3,10859,36
332,SM-OP-0501,3,88476,36
333,SM-OP-0147,3,59168,6
334,WE-HP-0146,2,11727,12
335,KE-ST-0159,3,13073,24
335,MO-HP-0715,3,3378,12
335,WE-HP-0146,1,11727,12
335,LA-LG-0676,2,189262,12
335,MO-ST-0385,2,5337,36
336,PO-ON-0174,2,4050,24
337,CH-AN-0771,1,1011,12
337,SM-MO-0314,2,34503,24
337,EA-BO-0225,2,23956,6
338,SM-FI-0462,2,35191,6
338,TA-AM-0407,1,70517,6
339,KE-RA-0575,2,12888,36
340,PR-EP-0479,1,28382,6
341,HE-SE-0200,1,16114,36
341,LA-AC-0679,3,155558,12
342,LA-AC-0537,2,86393,6
343,PR-CA-0743,1,32555,24
343,CH-BO-0532,1,1286,24
344,KE-ST-0159,3,13073,24
344,EA-JA-0593,1,23925,24
344,EA-NO-0691,2,8485,6
345,HE-BE-0256,1,10947,36
345,TA-RE-0202,2,25576,24
345,RO-CI-0726,3,1597,36
346,PO-SA-0749,1,2107,12
347,LA-LE-0396,2,36904,24
347,GA-SO-0562,3,39439,12
348,LA-HP-0734,1,77370,12
349,LA-HP-0355,2,124417,36
349,SP-BO-0353,2,35844,6
349,SM-AP-0150,1,52992,36
349,SP-HA-0579,2,17620,12
351,LA-RA-0382,2,94932,12
351,LA-LE-0067,1,168013,24
352,HE-AU-0008,3,13503,6
352,MO-DE-0655,3,2273,36
353,WE-HP-0775,3,14841,12
353,TV-LG-0088,2,112050,6
354,EA-JA-0228,3,17483,36
354,EA-AN-0115,2,3063,24
355,CH-BO-0532,3,1286,24
356,CA-OL-0176,2,54883,12
356,CA-GO-0513,1,125681,12
356,EA-BO-0225,1,23956,6
357,LA-RA-0068,1,90736,6
357,MO-ST-0719,1,2592,24
357,TA-MI-0762,3,53006,12
358,SM-GO-0361,2,33572,24
358,HE-PH-0020,3,8605,24
358,EA-AN-0115,1,3063,24
359,GA-SO-0144,2,47282,6
359,PR-HP-0391,2,42417,24
360,MO-DE-0271,3,6821,12
361,LA-RA-0095,1,49026,24
363,SM-OP-0444,3,106854,12
364,PR-XE-0181,2,17165,36
365,SP-UL-0761,3,6149,36
365,SM-AM-0240,1,42288,12
365,GA-NI-0309,1,33478,36
365,EA-SO-0326,3,20739,12
365,PO-AN-0658,2,1804,36
366,SP-SO-0217,1,37053,6
367,CA-UG-0758,2,544,12
367,TA-LE-0703,1,40022,24
368,HE-SO-0739,1,11785,12
369,PO-ON-0246,3,2554,12
369,EA-AN-0508,2,5788,12
371,ME-TR-0746,2,1210,24
372,CH-BO-0532,3,1286,24
372,LA-DE-0211,2,140299,12
373,PO-SA-0749,2,2107,12
373,HE-SK-0046,3,4710,6
374,RO-NE-0440,3,9366,12
374,LA-DE-0442,2,194159,36
375,CH-AN-0191,2,2548,36
377,RO-CI-0610,2,5276,36
377,KE-HP-0520,3,14475,12
377,ME-KI-0582,3,2204,36
377,CA-BE-0539,3,915,36
377,CA-UG-0758,2,544,12
378,PO-SY-0536,2,3374,12
378,LA-HP-0355,3,124417,36
379,CA-ON-0122,1,596,36
379,MO-ST-0218,3,7393,24
379,PO-AM-0690,2,2165,36
380,CH-RE-0773,3,1135,12
380,CA-BO-0451,1,628,6
381,HE-SK-0678,1,15450,24
381,MO-MI-0701,1,4605,12
381,PR-BR-0519,3,36038,12
381,WE-HP-0360,1,10700,24
382,SM-SA-0543,2,48209,6
382,TA-XI-0184,3,70152,24
383,EA-SO-0326,1,20739,12
383,MO-MI-0606,2,4170,6
384,TV-XI-0346,3,124763,36
384,KE-ST-0215,1,10661,6
385,TA-MI-0465,3,52772,24
385,EA-SO-0558,3,22075,36
385,PR-CA-0372,1,11259,6
385,RO-LI-0605,1,11031,36
386,HE-JB-0003,2,8461,24
386,RO-CI-0768,1,6574,24
387,CA-PA-0704,1,111108,24
387,RO-AS-0694,3,9943,36
387,ME-KI-0595,1,2706,36
387,MO-AS-0347,2,44378,6
388,ME-SO-0125,2,5041,24
388,CA-GO-0052,3,98268,12
389,PR-CA-0714,3,17518,24
389,MO-DE-0001,1,44312,12
390,WE-LO-0587,3,8689,12
390,CA-BO-0127,1,390,24
391,CA-GO-0513,3,125681,12
391,MO-DE-0135,2,6100,24
392,SP-HA-0620,1,13696,6
392,CH-RE-0751,3,1794,36
393,HE-SE-0260,2,21360,24
393,CA-GO-0289,2,147823,36
394,SP-BO-0675,1,37261,24
394,TA-AM-0407,2,70517,6
395,LA-HP-0082,2,141535,12
396,CA-AN-0078,1,1406,12
396,TV-SO-0598,3,22705,24
396,RO-AS-0224,2,10203,36
396,PR-BR-0130,2,30583,24
397,SP-HA-0579,1,17620,12
399,HE-SK-0592,2,29337,24
399,TV-SO-0776,2,104371,36
400,ME-KI-0582,1,2204,36
401,RO-CI-0013,2,5759,36
401,PO-ON-0741,3,581,24
402,WE-HP-0111,2,9859,36
403,CA-ON-0285,3,420,24
403,SP-HA-0708,2,11264,6
404,PO-SY-0287,1,666,36
404,MO-AC-0116,1,54778,36
404,PO-SA-0506,2,1798,6
